,Purchased,Do_Not_Call,Last_Activity,Do_Not_Email,Origin,matters_most,Current_Occupation ,about_Us,Specialization,Country,TotalVisits,Total Time Spent on Website,Page Views Per Visit
5027,1.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,4.0,12.0,2.0,1496,2.0
5028,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,5.0,527,5.0
5029,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,0,2.0
5030,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5031,0.0,0.0,7.0,0.0,0.0,0.0,4.0,8.0,2.0,12.0,4.0,29,1.33
5032,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,10.0,1337,10.0
5033,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,5.0,12.0,14.0,302,3.5
5034,0.0,0.0,5.0,0.0,1.0,3.0,6.0,3.0,4.0,12.0,4.0,1589,4.0
5035,1.0,0.0,12.0,0.0,1.0,0.0,4.0,2.0,10.0,12.0,4.0,384,4.0
5036,1.0,0.0,12.0,0.0,0.0,0.0,5.0,9.0,18.0,37.0,0.0,0,0.0
5037,1.0,0.0,3.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,4.0,1524,4.0
5038,0.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,10.0,1306,2.5
5039,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,2.0,74,2.0
5040,0.0,0.0,12.0,0.0,1.0,0.0,4.0,7.0,7.0,12.0,2.0,105,2.0
5041,0.0,0.0,1.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,4.0,109,1.33
5042,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,4.0,1477,4.0
5043,1.0,0.0,5.0,0.0,1.0,0.0,5.0,8.0,4.0,12.0,5.0,576,5.0
5044,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5045,0.0,0.0,12.0,1.0,1.0,0.0,4.0,9.0,5.0,12.0,9.0,701,9.0
5046,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5047,0.0,0.0,10.0,0.0,1.0,3.0,6.0,8.0,7.0,12.0,8.0,108,4.0
5048,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,3.0,465,3.0
5049,1.0,0.0,5.0,0.0,2.0,0.0,4.0,9.0,7.0,37.0,0.0,0,0.0
5050,1.0,0.0,12.0,0.0,1.0,0.0,4.0,4.0,0.0,12.0,3.0,1303,3.0
5051,1.0,0.0,3.0,0.0,2.0,0.0,1.0,9.0,4.0,37.0,0.0,0,0.0
5052,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5053,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5054,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,1.0,12.0,4.0,21,4.0
5055,0.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5056,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,415,2.0
5057,1.0,0.0,10.0,0.0,1.0,0.0,4.0,7.0,13.0,12.0,6.0,1202,3.0
5058,1.0,0.0,7.0,0.0,0.0,0.0,4.0,9.0,4.0,12.0,2.0,1164,1.0
5059,0.0,0.0,10.0,1.0,1.0,3.0,6.0,9.0,3.0,12.0,4.0,68,2.0
5060,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5061,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,5.0,1347,2.5
5062,1.0,0.0,17.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,1168,0.0
5063,0.0,0.0,12.0,1.0,1.0,0.0,4.0,9.0,7.0,12.0,5.0,245,2.5
5064,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5065,0.0,0.0,7.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,2.0,221,2.0
5066,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,7.0,224,7.0
5067,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,5.0,171,2.5
5068,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,4.0,1298,2.0
5069,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,333,2.0
5070,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,2.0,288,2.0
5071,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,3.0,1136,3.0
5072,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5073,0.0,0.0,12.0,0.0,1.0,3.0,6.0,3.0,0.0,12.0,4.0,135,4.0
5074,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,4.0,1195,1.33
5075,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,2.0,1380,2.0
5076,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5077,1.0,0.0,12.0,0.0,1.0,0.0,4.0,4.0,4.0,12.0,7.0,945,3.5
5078,1.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,21.0,558,3.5
5079,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,4.0,504,4.0
5080,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,35.0,3.0,1350,3.0
5081,0.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5082,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5083,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5084,1.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,11.0,12.0,5.0,1557,5.0
5085,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,18,3.0
5086,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5087,1.0,0.0,5.0,0.0,2.0,0.0,4.0,9.0,0.0,37.0,0.0,0,0.0
5088,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,15.0,2.0,204,2.0
5089,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,14.0,1200,2.8
5090,0.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,4.0,12.0,3.0,1288,1.5
5091,0.0,0.0,12.0,1.0,1.0,0.0,4.0,3.0,0.0,12.0,3.0,242,3.0
5092,1.0,0.0,12.0,0.0,1.0,3.0,6.0,0.0,0.0,12.0,4.0,849,4.0
5093,1.0,0.0,12.0,0.0,0.0,0.0,3.0,9.0,18.0,37.0,0.0,0,0.0
5094,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5095,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5096,1.0,0.0,12.0,0.0,0.0,0.0,3.0,9.0,18.0,12.0,3.0,899,3.0
5097,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5098,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5099,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5100,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5101,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5102,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5103,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,120,1.5
5104,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,16.0,12.0,2.0,131,2.0
5105,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,3.0,54,1.5
5106,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,3.0,446,1.5
5107,0.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5108,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5109,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,119,2.0
5110,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,61,2.0
5111,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,244,4.0
5112,0.0,0.0,10.0,1.0,1.0,3.0,6.0,9.0,16.0,12.0,4.0,545,2.0
5113,0.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,2.0,12.0,2.0,547,2.0
5114,0.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,4.0,12.0,4.0,113,4.0
5115,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,1.0,384,1.0
5116,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5117,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,2.0,53,2.0
5118,0.0,0.0,7.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,7.0,279,3.5
5119,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,2.0,440,2.0
5120,1.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,4.0,12.0,3.0,995,3.0
5121,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,13.0,12.0,5.0,38,2.5
5122,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,5.0,100,1.25
5123,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5124,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,2.0,461,2.0
5125,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,2.0,12.0,4.0,119,4.0
5126,0.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,11.0,12.0,2.0,1324,2.0
5127,1.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,8.0,12.0,4.0,981,4.0
5128,0.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,1.0,12.0,2.0,225,2.0
5129,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,12.0,247,2.4
5130,0.0,0.0,2.0,1.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5131,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,16.0,33.0,3.0,1321,1.5
5132,0.0,0.0,10.0,0.0,0.0,0.0,4.0,3.0,12.0,12.0,6.0,178,1.5
5133,0.0,0.0,2.0,1.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5134,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,16.0,12.0,7.0,1147,7.0
5135,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,18.0,12.0,4.0,1563,4.0
5136,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,1.0,16,1.0
5137,1.0,0.0,12.0,0.0,1.0,0.0,5.0,9.0,4.0,12.0,2.0,1152,2.0
5138,0.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5139,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,6.0,457,3.0
5140,0.0,0.0,9.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,5.0,12,1.67
5141,1.0,0.0,5.0,0.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5142,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,2.0,291,2.0
5143,0.0,0.0,5.0,0.0,1.0,3.0,6.0,7.0,7.0,12.0,4.0,60,2.0
5144,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,4.0,127,4.0
5145,1.0,0.0,12.0,1.0,1.0,0.0,4.0,3.0,16.0,12.0,3.0,922,3.0
5146,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,3.0,1089,3.0
5147,0.0,0.0,10.0,0.0,1.0,0.0,4.0,3.0,14.0,12.0,16.0,262,8.0
5148,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5149,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,273,1.5
5150,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,10,2.0
5151,0.0,0.0,5.0,0.0,1.0,3.0,6.0,2.0,1.0,12.0,4.0,15,4.0
5152,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,16.0,12.0,1.0,343,1.0
5153,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5154,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,11.0,12.0,5.0,273,5.0
5155,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,152,3.0
5156,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,1.0,12.0,2.0,122,2.0
5157,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,371,2.0
5158,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,1325,2.0
5159,1.0,0.0,12.0,0.0,1.0,0.0,4.0,7.0,4.0,12.0,4.0,1494,4.0
5160,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,4.0,35.0,3.0,952,3.0
5161,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,0.0,12.0,4.0,209,4.0
5162,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,16.0,12.0,7.0,1032,2.33
5163,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,5.0,405,5.0
5164,0.0,0.0,10.0,1.0,1.0,3.0,6.0,9.0,4.0,12.0,16.0,103,16.0
5165,0.0,0.0,2.0,1.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5166,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5167,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,11.0,12.0,6.0,1201,3.0
5168,0.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,18.0,12.0,5.0,49,5.0
5169,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5170,1.0,0.0,12.0,0.0,1.0,0.0,4.0,4.0,10.0,12.0,5.0,284,2.5
5171,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,7.0,1.0,5.0,44,2.5
5172,0.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,12.0,12.0,5.0,87,5.0
5173,1.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,5.0,1171,5.0
5174,0.0,0.0,2.0,1.0,1.0,3.0,6.0,9.0,8.0,12.0,1.0,322,1.0
5175,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,7.0,12.0,2.0,1484,1.0
5176,0.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,70,1.5
5177,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,16.0,804,2.29
5178,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,3.0,214,3.0
5179,1.0,0.0,10.0,0.0,1.0,0.0,4.0,8.0,11.0,12.0,5.0,1397,2.5
5180,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5181,0.0,0.0,12.0,0.0,1.0,0.0,4.0,4.0,7.0,12.0,4.0,1081,4.0
5182,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,1.0,55,1.0
5183,1.0,0.0,17.0,0.0,2.0,0.0,4.0,9.0,10.0,37.0,0.0,992,0.0
5184,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,13.0,12.0,3.0,1507,1.5
5185,0.0,0.0,5.0,0.0,0.0,0.0,3.0,9.0,18.0,12.0,2.0,535,2.0
5186,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,5.0,1060,2.5
5187,0.0,0.0,10.0,0.0,1.0,3.0,6.0,7.0,2.0,12.0,2.0,1421,2.0
5188,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,10.0,12.0,1.0,419,1.0
5189,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5190,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,4.0,63,2.0
5191,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5192,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,444,2.0
5193,0.0,0.0,10.0,0.0,1.0,3.0,6.0,3.0,5.0,12.0,20.0,814,2.5
5194,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,17.0,12.0,8.0,58,4.0
5195,1.0,0.0,12.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,4.0,1298,4.0
5196,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,13,1.0
5197,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,5.0,37.0,0.0,0,0.0
5198,1.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,12.0,33.0,3.0,425,1.5
5199,0.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,10.0,12.0,4.0,824,4.0
5200,0.0,0.0,9.0,0.0,1.0,0.0,4.0,9.0,2.0,12.0,9.0,145,4.5
5201,0.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5202,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,4.0,219,4.0
5203,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,11.0,565,2.75
5204,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,4.0,165,4.0
5205,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,0.0,37.0,0.0,0,0.0
5206,1.0,0.0,5.0,0.0,0.0,0.0,5.0,9.0,14.0,12.0,11.0,591,3.67
5207,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,4.0,887,4.0
5208,0.0,0.0,5.0,0.0,1.0,0.0,4.0,7.0,7.0,12.0,3.0,1686,3.0
5209,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,6.0,12.0,5.0,110,5.0
5210,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,3.0,1364,1.5
5211,1.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5212,1.0,0.0,1.0,0.0,1.0,0.0,5.0,9.0,4.0,21.0,1.0,790,1.0
5213,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,7.0,33.0,2.0,640,2.0
5214,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,18.0,12.0,1.0,1270,1.0
5215,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,1.0,249,1.0
5216,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,8.0,12.0,5.0,339,5.0
5217,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,7.0,12.0,3.0,574,1.5
5218,0.0,0.0,10.0,0.0,1.0,0.0,4.0,3.0,10.0,12.0,9.0,978,4.5
5219,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,12.0,12.0,5.0,1098,5.0
5220,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5221,1.0,0.0,5.0,0.0,1.0,3.0,6.0,8.0,7.0,12.0,10.0,2112,3.33
5222,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,2.0,268,2.0
5223,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,35.0,3.0,1169,3.0
5224,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,1.0,226,1.0
5225,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,6.0,122,3.0
5226,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,2.0,45,2.0
5227,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5228,0.0,0.0,3.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,3.0,129,3.0
5229,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,3.0,1158,1.5
5230,0.0,0.0,5.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5231,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5232,0.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,5.0,12.0,1.0,131,1.0
5233,1.0,0.0,5.0,0.0,1.0,0.0,4.0,3.0,4.0,12.0,4.0,1770,4.0
5234,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,422,2.0
5235,0.0,0.0,10.0,0.0,1.0,3.0,6.0,9.0,10.0,12.0,4.0,75,4.0
5236,1.0,0.0,5.0,0.0,1.0,0.0,4.0,8.0,4.0,12.0,5.0,100,2.5
5237,0.0,0.0,2.0,1.0,1.0,3.0,6.0,9.0,10.0,12.0,3.0,1801,3.0
5238,0.0,0.0,12.0,1.0,1.0,0.0,4.0,9.0,8.0,37.0,4.0,383,4.0
5239,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5240,1.0,0.0,12.0,0.0,1.0,0.0,4.0,6.0,7.0,12.0,11.0,1042,5.5
5241,0.0,0.0,10.0,0.0,1.0,0.0,4.0,0.0,7.0,12.0,5.0,304,2.5
5242,0.0,0.0,10.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,6.0,263,1.2
5243,0.0,0.0,14.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,2.0,161,2.0
5244,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,0.0,12.0,6.0,158,3.0
5245,0.0,0.0,10.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,8.0,137,8.0
5246,0.0,0.0,12.0,1.0,1.0,0.0,4.0,9.0,5.0,12.0,5.0,333,5.0
5247,0.0,0.0,12.0,1.0,1.0,0.0,4.0,9.0,12.0,12.0,2.0,108,2.0
5248,0.0,0.0,12.0,0.0,1.0,3.0,6.0,2.0,12.0,12.0,6.0,397,6.0
5249,0.0,0.0,2.0,1.0,1.0,3.0,6.0,9.0,18.0,35.0,1.0,907,1.0
5250,0.0,0.0,5.0,0.0,1.0,0.0,4.0,8.0,7.0,12.0,4.0,692,4.0
5251,1.0,0.0,5.0,0.0,1.0,0.0,4.0,4.0,4.0,12.0,4.0,1304,4.0
5252,1.0,0.0,12.0,0.0,1.0,0.0,4.0,2.0,10.0,12.0,6.0,223,2.0
5253,1.0,0.0,12.0,1.0,2.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5254,0.0,0.0,5.0,0.0,1.0,3.0,6.0,9.0,4.0,12.0,4.0,296,4.0
5255,1.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,16.0,12.0,9.0,1022,1.5
5256,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,12.0,3.0,248,3.0
5257,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5258,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,4.0,12.0,3.0,1660,1.5
5259,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,4.0,37.0,0.0,0,0.0
5260,0.0,0.0,10.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,17.0,869,1.21
5261,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,10.0,360,2.5
5262,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,2.0,12.0,6.0,353,6.0
5263,1.0,0.0,12.0,0.0,1.0,0.0,4.0,8.0,7.0,12.0,4.0,1547,4.0
5264,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5265,0.0,0.0,1.0,0.0,1.0,3.0,6.0,3.0,18.0,12.0,5.0,420,5.0
5266,1.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,7.0,12.0,3.0,1759,3.0
5267,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,17.0,12.0,2.0,65,2.0
5268,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,3.0,12.0,3.0,53,3.0
5269,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5270,1.0,0.0,12.0,0.0,1.0,3.0,6.0,9.0,5.0,12.0,4.0,1445,4.0
5271,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,1289,2.0
5272,1.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,9.0,12.0,4.0,949,4.0
5273,0.0,0.0,9.0,0.0,0.0,3.0,6.0,9.0,18.0,37.0,0.0,0,0.0
5274,0.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,9.0,12.0,6.0,243,6.0
5275,1.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,2.0,1449,2.0
5276,1.0,0.0,12.0,0.0,2.0,0.0,4.0,9.0,4.0,37.0,1.0,886,1.0
5277,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5278,0.0,0.0,9.0,0.0,0.0,0.0,4.0,9.0,18.0,37.0,0.0,0,0.0
5279,0.0,0.0,2.0,1.0,1.0,3.0,6.0,0.0,18.0,12.0,2.0,195,2.0
5280,0.0,0.0,10.0,0.0,1.0,0.0,4.0,9.0,10.0,12.0,5.0,391,1.25
5281,0.0,0.0,7.0,0.0,1.0,0.0,4.0,9.0,4.0,12.0,2.0,1213,2.0
5282,0.0,0.0,12.0,0.0,1.0,0.0,4.0,9.0,1.0,12.0,3.0,1109,3.0
5283,0.0,0.0,10.0,1.0,1.0,0.0,4.0,0.0,18.0,12.0,74.0,1209,12.33
5284,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,7.0,1061,3.5
5285,0.0,0.0,2.0,1.0,1.0,3.0,6.0,9.0,16.0,12.0,1.0,231,1.0
5286,1.0,0.0,12.0,0.0,0.0,3.0,6.0,9.0,18.0,12.0,2.0,1241,1.0
5287,0.0,0.0,5.0,0.0,1.0,0.0,4.0,9.0,11.0,12.0,4.0,209,4.0
